dma_1_lps,dma_2_lps,dma_3_lps,dma_4_lps,dma_5_lps,dma_6_lps,dma_7_lps,dma_8_lps,dma_9_lps,dma_10_lps,timestamp,rainfall_mm,temperature_c,humidity_pct,windspeed_kmh,total_demand_lps
10.0325,10.9025,5.2725,37.315,91.7025,7.92500000000001,21.9341,24.9725,26.085,30.015,2021-03-08 12:00:00,0.0,8.0,60.0,13.0,266.1566
11.3775,10.8875,5.05,37.45,92.4625,9.05500000000001,21.895233333333334,25.2075,26.4575,31.8425,2021-03-08 13:00:00,0.0,8.3,63.0,12.0,271.6852333333334
8.575,10.725,4.62,34.6575,88.44,7.11500000000001,21.856366666666666,22.2925,27.7875,31.83,2021-03-08 14:00:00,0.0,9.0,65.0,11.0,257.89886666666666
7.31,10.5,4.5125,35.96,84.115,6.495,21.8175,20.325,26.455,30.5325,2021-03-08 15:00:00,0.0,9.4,70.0,13.0,248.02249999999995
7.245,10.28,4.0775,38.0825,81.06,6.11749999999999,22.0575,20.885,25.905,31.2525,2021-03-08 16:00:00,0.0,9.4,66.0,13.0,246.96249999999998
6.7225,10.785,4.645,37.5775,83.505,8.18500000000002,21.07138888888889,20.6625,22.9025,30.095,2021-03-08 17:00:00,0.0,9.7,64.0,10.0,246.15138888888893
6.975,10.945,5.0075,39.0,88.515,8.79750000000001,20.08527777777778,22.6425,20.175,25.41,2021-03-08 18:00:00,0.0,9.3,71.0,8.0,247.55277777777778
7.17,11.185,5.0025,39.47,95.0875,8.0675,19.09916666666667,23.885,20.3075,26.445,2021-03-08 19:00:00,0.0,9.3,65.0,4.0,255.71916666666667
6.9875,11.5325,4.955,39.72,97.405,7.595,18.113055555555555,23.1475,20.7025,25.94,2021-03-08 20:00:00,0.0,8.5,69.0,6.0,256.09805555555556
6.205,10.4425,4.835,35.455,85.3375,7.6125,17.126944444444444,19.7475,20.7725,25.3,2021-03-08 21:00:00,0.0,7.9,72.0,6.0,232.83444444444447
4.5425,9.715,4.1175,35.045,76.1525,7.36499999999998,16.140833333333333,18.155,20.3675,23.915,2021-03-08 22:00:00,0.0,7.7,73.0,4.0,215.51583333333332
3.9375,9.15,3.5475,30.355,69.0875,5.57499999999999,15.154722222222222,15.1775,18.745,21.795,2021-03-08 23:00:00,0.0,9.0,52.0,6.0,192.52472222222224
2.9575,8.835,3.4,27.9675,63.09,6.18499999999997,14.168611111111112,13.8275,17.0925,19.0575,2021-03-09 00:00:00,0.0,9.0,49.0,13.0,176.58111111111108
2.515,8.5825,2.9675,23.85,56.4825,5.51250000000002,13.1825,11.8875,16.43,17.63,2021-03-09 01:00:00,0.0,8.5,51.0,23.0,159.04000000000002
12.3725,8.6125,2.7825,22.425,55.18,5.54999999999998,12.17,10.9075,17.26,18.695,2021-03-09 02:00:00,0.0,7.9,52.0,33.0,165.95499999999998
2.635,8.57,2.7425,22.1975,54.445,5.9975,14.252857142857142,10.7475,20.19,21.3375,2021-03-09 03:00:00,0.0,7.5,54.0,40.0,163.11535714285716
1.875,8.625,2.8125,23.7875,54.99,5.0775,16.335714285714285,11.315,19.4675,21.395,2021-03-09 04:00:00,0.0,7.1,53.0,41.0,165.6807142857143
3.675,8.74,3.1475,29.4825,58.415,5.70249999999999,18.41857142857143,12.145,18.11,19.3925,2021-03-09 05:00:00,0.0,7.0,56.0,45.0,177.2285714285714
5.6375,9.56,4.3225,36.3475,74.5775,7.16250000000001,20.50142857142857,16.7075,19.0375,24.1325,2021-03-09 06:00:00,0.0,6.5,57.0,42.0,217.98642857142858
9.63,11.4,5.35,48.8225,103.0975,12.145,22.584285714285713,25.7325,19.915,26.3625,2021-03-09 07:00:00,0.0,6.3,57.0,37.0,285.03928571428577
9.555,11.9125,5.2025,42.7375,106.665,8.78999999999999,24.667142857142856,29.2925,23.9225,31.895,2021-03-09 08:00:00,0.0,6.7,55.0,38.0,294.6396428571428
9.0375,11.225,5.0525,42.91,98.7625,8.61250000000001,26.75,27.2225,22.8875,29.5675,2021-03-09 09:00:00,0.0,7.3,54.0,39.0,282.02750000000003
9.165,10.9525,4.7375,39.235,93.86,7.485,26.925,25.16,24.02,30.825,2021-03-09 10:00:00,0.0,8.2,51.0,39.0,272.365
9.3375,10.6975,5.0125,39.04,88.9425,8.1375,23.385,24.135,23.24,29.6275,2021-03-09 11:00:00,0.0,9.2,46.0,28.0,261.555
8.81,11.34,4.5925,41.075,91.025,8.8425,24.3475,23.6175,21.55,28.0,2021-03-09 12:00:00,0.0,10.6,40.0,28.0,263.20000000000005
8.6875,11.585,4.62,40.4625,91.2425,8.62750000000001,24.2525,24.625,22.9,29.485,2021-03-09 13:00:00,0.0,11.6,40.0,26.0,266.4875
7.9475,10.98,4.51,37.06,86.74,7.72750000000001,23.7375,22.1525,23.915,29.725,2021-03-09 14:00:00,0.0,12.2,41.0,24.0,254.49500000000003
8.37,10.1325,4.185,34.97,82.15,7.0,22.02,20.895,23.375,28.375,2021-03-09 15:00:00,0.0,12.4,40.0,27.0,241.47250000000003
6.045,10.1425,4.61,34.915,81.075,6.90000000000001,21.2475,19.5225,24.66,30.17,2021-03-09 16:00:00,0.0,12.4,38.0,27.0,239.28750000000002
5.845,10.5175,4.755,34.11,83.8925,8.9525,22.6475,19.92,23.785,29.4575,2021-03-09 17:00:00,0.0,11.8,41.0,29.0,243.8825
6.4775,10.5625,4.895,37.2075,89.2125,7.76999999999998,25.1925,22.775,20.3975,25.11,2021-03-09 18:00:00,0.0,10.7,45.0,33.0,249.60000000000002
7.46,11.335,5.0875,40.31,95.225,8.74250000000001,26.69,23.155,20.98,26.515,2021-03-09 19:00:00,0.0,9.9,45.0,35.0,265.5
7.77,10.935,5.0825,42.0425,95.985,8.58999999999999,28.1325,22.6175,20.3,26.755,2021-03-09 20:00:00,0.0,9.3,48.0,35.0,268.21
6.685,10.2725,4.47,38.8125,86.17,7.8125,23.225,20.6975,19.9325,24.6475,2021-03-09 21:00:00,0.0,9.0,46.0,40.0,242.725
4.885,9.5325,3.7975,33.665,76.0575,6.8175,20.825,18.1575,18.97,22.2725,2021-03-09 22:00:00,0.0,8.7,47.0,40.0,214.98
4.5375,9.39,3.6275,28.875,69.7575,5.79000000000001,18.225,15.75,17.635,20.66,2021-03-09 23:00:00,0.0,8.5,48.0,41.0,194.2475
4.32,8.73,3.255,23.895,62.01,6.19000000000001,15.165,13.32,17.835,19.8875,2021-03-10 00:00:00,0.0,7.4,53.0,42.0,174.60750000000002
4.2075,8.66,3.0175,25.425,56.5,5.86750000000001,13.1925,11.605,18.6325,20.5025,2021-03-10 01:00:00,0.0,7.1,53.0,57.0,167.60999999999999
4.5625,8.5,2.7725,26.61,55.15,4.865,12.2225,10.8875,18.56,20.1225,2021-03-10 02:00:00,0.0,7.0,55.0,51.0,164.2525
5.5075,8.4875,2.75,27.4775,55.1525,5.75250000000001,12.05,10.94,17.0675,18.7175,2021-03-10 03:00:00,0.0,6.7,52.0,41.0,163.9025
4.4325,8.505,2.8025,28.65,55.9925,5.10249999999999,12.185,10.915,18.12,19.2875,2021-03-10 04:00:00,0.0,6.3,53.0,23.0,165.99249999999998
3.8125,8.9275,3.1825,28.58,58.295,5.6575,13.0725,12.335,19.1975,21.045,2021-03-10 05:00:00,0.0,6.1,48.0,26.0,174.10500000000002
4.77,9.975,4.5225,31.8875,75.925,7.05000000000001,18.4875,16.3275,20.7175,25.665,2021-03-10 06:00:00,0.0,6.1,48.0,21.0,215.3275
8.6275,11.8,5.5075,41.8175,105.1375,8.93500000000003,31.585,26.25,21.27,28.79,2021-03-10 07:00:00,0.0,6.3,53.0,29.0,289.72
8.9075,11.8425,5.43,41.6425,107.345,9.47999999999999,32.14,28.9225,22.8475,31.0475,2021-03-10 08:00:00,0.0,7.1,50.0,33.0,299.605
9.185,11.355,5.425,38.575,100.035,7.55250000000002,28.0825,27.0675,21.2925,28.7825,2021-03-10 09:00:00,0.0,8.1,47.0,37.0,277.35249999999996
8.295,11.0275,4.9275,44.4225,94.3475,7.54250000000002,24.765,26.4425,21.4875,27.7075,2021-03-10 10:00:00,0.0,9.1,43.0,34.0,270.965
8.1575,10.3825,5.125,38.6575,89.35,9.215,25.0175,24.4075,23.1125,29.03,2021-03-10 11:00:00,0.0,10.2,41.0,26.0,262.455
8.0475,10.6825,5.215,38.74,90.7525,7.96000000000001,25.0475,24.685,23.4825,31.29,2021-03-10 12:00:00,0.0,11.1,36.0,20.0,265.90250000000003
8.6125,11.01,4.8625,39.6525,92.025,7.01000000000001,24.5,23.79,22.67,29.105,2021-03-10 13:00:00,0.0,11.5,40.0,17.0,263.23750000000007
8.84,10.7075,4.7075,38.3775,88.81,7.83749999999999,23.655,22.3975,23.705,30.4,2021-03-10 14:00:00,0.0,10.5,58.0,22.0,259.43749999999994
8.34,10.2375,4.7425,33.7275,83.8825,6.57249999999998,21.86,21.515,21.4875,25.8925,2021-03-10 15:00:00,0.0,10.4,61.0,22.0,238.2575
7.4425,10.32,4.505,31.8275,81.445,6.75500000000001,21.5125,20.385,22.9375,28.525,2021-03-10 16:00:00,0.0,10.7,57.0,20.0,235.655
7.37,10.4,4.6625,37.01,83.14,7.20750000000001,22.0475,20.4975,22.6125,27.4925,2021-03-10 17:00:00,0.0,10.7,59.0,19.0,242.44
6.4225,10.6,5.055,41.1025,89.2825,9.175,23.245,22.6725,20.6025,25.9625,2021-03-10 18:00:00,0.0,10.5,60.0,9.0,254.12
7.26,10.8375,4.915,41.325,95.7925,7.3925,26.7775,22.835,21.0675,26.265,2021-03-10 19:00:00,0.0,10.4,61.0,8.0,264.46750000000003
6.8675,10.805,4.95,39.5675,95.5825,9.08250000000001,28.0,23.0025,19.68,25.385,2021-03-10 20:00:00,0.0,9.9,64.0,6.0,262.9225
5.605,10.18,4.8825,32.83,85.5975,7.55000000000001,23.5475,20.6875,20.9,25.635,2021-03-10 21:00:00,0.0,9.6,51.0,6.0,237.415
3.275,9.43,4.165,32.095,77.09,6.40749999999999,21.16,18.4625,20.285,23.09,2021-03-10 22:00:00,0.0,9.3,46.0,6.0,215.46
2.8325,8.8625,3.765,28.685,69.9,6.38249999999998,18.775,15.725,18.6425,20.6275,2021-03-10 23:00:00,0.0,8.9,46.0,13.0,194.1975
2.345,8.59,3.465,27.7875,61.2325,6.1525,15.045,13.635,17.1975,18.905,2021-03-11 00:00:00,0.0,9.0,46.0,11.0,174.355
2.7075,8.2325,3.0675,25.73,56.7875,5.8625,12.6275,11.21,19.4525,20.925,2021-03-11 01:00:00,0.0,8.9,45.0,9.0,166.60250000000002
4.22,8.54,2.815,25.62375,55.2975,5.19500000000001,12.13,10.8025,19.2225,20.1225,2021-03-11 02:00:00,0.0,8.3,47.0,5.0,163.96875
4.0425,8.305,2.7225,25.5175,55.4525,5.03,11.875,11.0025,19.38,20.66,2021-03-11 03:00:00,0.0,7.6,54.0,5.0,163.98749999999998
3.8125,8.4175,2.7825,23.7525,55.1975,5.7,12.715,11.3525,18.58,20.355,2021-03-11 04:00:00,0.0,7.2,55.0,4.0,162.665
3.9025,8.5525,3.18,23.68,58.755,5.26000000000001,13.665,12.2925,19.28,21.435,2021-03-11 05:00:00,0.0,7.4,54.0,5.0,170.0025
5.655,9.6925,4.47,32.555,75.9175,6.365,19.9075,16.0575,19.8725,23.92,2021-03-11 06:00:00,0.0,7.4,54.0,6.0,214.41250000000002
10.055,11.2525,5.6225,47.485,105.0325,11.86,29.8775,25.26,21.39,27.48,2021-03-11 07:00:00,0.0,8.1,56.0,4.0,295.315
10.23,10.9375,5.0,46.6075,106.2475,7.96999999999997,32.0875,28.6375,24.0325,31.315,2021-03-11 08:00:00,0.0,9.3,49.0,4.0,303.065
10.1675,10.7825,5.1825,41.185,98.2175,6.39249999999998,28.555,26.9275,23.5925,30.7425,2021-03-11 09:00:00,0.0,10.0,46.0,7.0,281.745
9.9875,10.2,4.715,38.025,92.6075,8.32750000000002,26.775,26.755,23.1325,29.665,2021-03-11 10:00:00,0.0,10.4,48.0,5.0,270.19
8.0575,10.43,4.7825,38.1325,88.735,6.8875,22.74,25.3325,23.0375,28.965,2021-03-11 11:00:00,0.0,10.3,57.0,7.0,257.09999999999997
9.1175,10.1975,4.7225,35.11,87.8575,7.87,24.115,27.5925,23.65,29.8125,2021-03-11 12:00:00,0.0,10.3,59.0,12.0,260.045
8.8725,11.08,4.71,36.0275,91.1,7.40749999999999,23.8725,29.2175,23.0575,30.365,2021-03-11 13:00:00,0.0,10.2,64.0,17.0,265.71
9.22,10.2325,4.2125,35.44,87.8525,8.84999999999999,22.6575,23.645,22.675,28.5625,2021-03-11 14:00:00,0.0,10.4,67.0,17.0,253.34750000000003
8.7825,10.1525,4.3975,35.2675,82.01,7.5975,22.1,20.9925,22.91,28.4775,2021-03-11 15:00:00,0.0,10.5,72.0,19.0,242.6875
9.0425,10.09,4.1525,37.3425,80.3725,6.86750000000001,20.9825,21.405,24.14,30.4075,2021-03-11 16:00:00,0.0,11.4,62.0,15.0,244.80250000000004
9.4825,10.1375,4.505,39.1275,82.64,6.94249999999998,22.0525,21.8825,23.4925,29.825,2021-03-11 17:00:00,0.0,11.1,65.0,17.0,250.08749999999995
8.53,10.6975,4.915,38.1225,87.385,8.74500000000001,24.815,22.9975,20.73,25.7625,2021-03-11 18:00:00,0.0,10.9,70.0,11.0,252.7
7.9125,10.8375,5.075,38.9875,92.3575,7.98500000000001,25.955,23.0575,20.335,25.26,2021-03-11 19:00:00,0.0,10.8,78.0,6.0,257.76250000000005
7.9625,10.7725,5.0975,39.0275,95.1775,8.9075,27.1175,22.9575,19.995,26.365,2021-03-11 20:00:00,0.0,10.2,80.0,8.0,263.38
6.605,10.075,5.0175,37.2275,84.33,8.03,24.725,20.3475,18.73,25.2025,2021-03-11 21:00:00,0.0,10.3,78.0,12.0,240.28999999999996
5.13,9.3475,4.3125,30.78,76.3775,6.88,20.29,17.5925,20.0025,26.1175,2021-03-11 22:00:00,0.0,10.5,69.0,6.0,216.82999999999998
4.6625,8.7775,3.75,31.2675,69.945,5.87,18.3475,15.055,18.6375,23.52,2021-03-11 23:00:00,0.0,11.3,64.0,5.0,199.8325
3.8975,8.575,3.565,29.9475,62.1,5.08,15.2225,13.37,19.72,24.61,2021-03-12 00:00:00,0.0,11.4,69.0,9.0,186.08750000000003
3.9375,8.32,3.2475,25.2075,56.15,5.185,13.21,11.2475,17.0375,20.9925,2021-03-12 01:00:00,0.0,11.7,69.0,8.0,164.535
3.685,8.28,3.085,21.375,55.105,5.09499999999999,10.73,10.4025,18.7025,22.4775,2021-03-12 02:00:00,0.1,11.2,74.0,10.0,158.93749999999997
3.56,8.5375,3.015,22.385,54.5325,4.5975,10.28,10.3,18.29,22.1175,2021-03-12 03:00:00,0.1,10.9,79.0,8.0,157.615
3.2275,8.435,3.06,25.215,55.05,5.19999999999999,11.59375,10.5525,19.41,24.08,2021-03-12 04:00:00,0.3,10.1,87.0,6.0,165.82374999999996
3.595,8.69,3.5,29.545,58.6375,5.19999999999999,12.9075,11.815,17.81,22.685,2021-03-12 05:00:00,0.1,10.5,87.0,8.0,174.385
4.2375,9.65,4.47,36.15,73.7,5.9375,18.8475,16.0675,19.0725,25.43,2021-03-12 06:00:00,0.7,10.4,89.0,8.0,213.56249999999997
6.9325,11.115,5.7,44.5275,101.6275,8.965,29.3075,24.82,21.4625,30.6875,2021-03-12 07:00:00,0.2,11.0,84.0,9.0,285.145
8.8875,10.96,5.3675,41.26,103.38,8.45499999999998,30.9825,26.81,22.8225,32.64,2021-03-12 08:00:00,0.0,11.5,79.0,8.0,291.56499999999994
9.235,10.77,5.135,38.7125,97.11,6.63500000000001,26.93,28.1025,25.24,36.3325,2021-03-12 09:00:00,0.0,12.0,77.0,5.0,284.20250000000004
9.195,10.115,4.7925,36.295,91.9625,8.465,27.05781690140845,26.6575,23.965,32.79,2021-03-12 10:00:00,0.0,11.4,78.0,6.0,271.29531690140846
10.295,10.0625,4.8875,36.7375,88.7375,7.5475,27.185633802816902,23.86,23.3,29.745,2021-03-12 11:00:00,0.0,11.5,78.0,7.0,262.35813380281695
10.75,9.6975,4.8075,41.0225,88.9366304347826,10.2375,27.313450704225353,24.28,21.91,28.47,2021-03-12 12:00:00,0.1,11.5,77.0,5.0,267.42508113900794
10.73110294117647,9.7,4.6475,41.05117647058824,89.13576086956522,10.231617647058824,27.441267605633804,24.254659090909094,21.97,28.513419117647057,2021-03-12 13:00:00,1.1,10.6,89.0,5.0,267.6765037425787
10.712205882352942,9.683412698412697,4.46,41.07985294117647,89.33489130434782,10.225735294117648,27.569084507042252,24.229318181818183,21.90015873015873,28.556838235294116,2021-03-12 14:00:00,0.0,10.9,87.0,6.0,267.7514977747208
10.693308823529412,9.666825396825397,4.2875,41.10852941176471,89.53402173913044,10.219852941176471,27.696901408450703,24.203977272727276,21.83031746031746,28.600257352941174,2021-03-12 15:00:00,0.0,11.0,85.0,4.0,267.8414918068631
10.674411764705882,9.650238095238095,4.4275,41.137205882352944,89.73315217391304,10.213970588235295,27.824718309859154,24.178636363636365,21.76047619047619,28.643676470588233,2021-03-12 16:00:00,0.0,10.9,88.0,5.0,268.2439858390052
10.655514705882354,9.633650793650792,4.5325,41.165882352941175,89.93228260869564,10.208088235294118,27.952535211267605,24.153295454545457,21.69063492063492,28.687095588235294,2021-03-12 17:00:00,0.0,11.3,86.0,3.0,268.61147987114737
10.636617647058824,9.617063492063492,4.885,41.19455882352941,90.13141304347826,10.202205882352942,28.080352112676056,24.127954545454546,21.62079365079365,28.730514705882353,2021-03-12 18:00:00,0.0,11.9,84.0,4.0,269.2264739032895
10.617720588235294,9.60047619047619,4.9875,41.22323529411765,90.33054347826086,10.196323529411766,28.208169014084508,24.10261363636364,21.55095238095238,28.77393382352941,2021-03-12 19:00:00,0.0,11.7,87.0,4.0,269.5914679354317
10.598823529411765,9.583888888888888,4.94,41.25191176470588,90.52967391304348,10.19044117647059,28.33598591549296,24.077272727272728,21.48111111111111,28.81735294117647,2021-03-12 20:00:00,0.0,12.1,81.0,7.0,269.8064619675739
10.579926470588235,9.567301587301587,4.24,41.28058823529412,90.72880434782608,10.184558823529414,28.46380281690141,24.05193181818182,21.411269841269842,28.860772058823528,2021-03-12 21:00:00,0.0,11.9,79.0,9.0,269.36895599971604
10.561029411764705,9.550714285714285,4.22,41.309264705882356,90.92793478260869,10.178676470588238,28.59161971830986,24.02659090909091,21.34142857142857,28.904191176470587,2021-03-12 22:00:00,0.0,11.1,82.0,5.0,269.6114500318582
10.542132352941177,9.534126984126983,3.715,41.337941176470586,91.1270652173913,10.172794117647062,28.71943661971831,24.001250000000002,21.2715873015873,28.947610294117645,2021-03-12 23:00:00,0.0,11.0,84.0,6.0,269.36894406400035
10.523235294117647,9.517539682539681,3.1875,41.366617647058824,91.32619565217391,10.166911764705885,28.84725352112676,23.97590909090909,21.20174603174603,28.991029411764703,2021-03-13 00:00:00,0.0,11.6,76.0,10.0,269.1039380961425
10.504338235294117,9.50095238095238,3.09,41.39529411764706,91.52532608695653,10.161029411764709,28.97507042253521,23.950568181818184,21.13190476190476,29.034448529411765,2021-03-13 01:00:00,0.0,11.0,81.0,4.0,269.2689321282847
10.485441176470589,9.484365079365078,2.875,41.42397058823529,91.72445652173913,10.155147058823532,29.102887323943662,23.925227272727273,21.06206349206349,29.077867647058824,2021-03-13 02:00:00,0.0,11.6,73.0,8.0,269.3164261604269
10.466544117647059,9.467777777777776,2.86,41.45264705882353,91.92358695652175,10.149264705882356,29.230704225352113,23.899886363636366,20.99222222222222,29.121286764705882,2021-03-13 03:00:00,0.0,11.2,71.0,10.0,269.563920192569
10.447647058823529,9.451190476190476,2.905,41.48132352941177,92.12271739130435,10.14338235294118,29.358521126760564,23.874545454545455,20.92238095238095,29.16470588235294,2021-03-13 04:00:00,0.0,10.7,68.0,14.0,269.87141422471126
10.42875,9.434603174603174,3.105,41.51,92.32184782608695,10.137500000000003,29.486338028169016,23.849204545454548,20.852539682539682,29.208125,2021-03-13 05:00:00,0.0,10.3,67.0,26.0,270.3339082568534
10.40985294117647,9.418015873015872,3.5375,41.538676470588236,92.52097826086957,10.131617647058826,29.614154929577467,23.823863636363637,20.782698412698412,29.251544117647057,2021-03-13 06:00:00,0.0,10.3,66.0,13.0,271.02890228899554
10.39095588235294,9.401428571428571,4.8425,41.56735294117647,92.72010869565217,10.12573529411765,29.741971830985918,23.79852272727273,20.712857142857143,29.294963235294116,2021-03-13 07:00:00,0.0,10.3,66.0,15.0,272.5963963211377
10.37205882352941,9.384841269841269,5.64,41.596029411764704,92.91923913043479,10.119852941176473,29.86978873239437,23.77318181818182,20.643015873015873,29.338382352941174,2021-03-13 08:00:00,0.0,11.0,66.0,11.0,273.6563903532799
10.353161764705883,9.368253968253967,6.1075,41.62470588235294,93.11836956521739,10.113970588235297,29.997605633802817,23.74784090909091,20.573174603174603,29.381801470588233,2021-03-13 09:00:00,0.0,11.8,64.0,5.0,274.38638438542205
10.334264705882353,9.351666666666667,6.2325,41.65338235294118,93.3175,10.10808823529412,30.125422535211268,23.7225,20.503333333333334,29.425220588235295,2021-03-13 10:00:00,0.0,12.0,66.0,6.0,274.7738784175642
10.315367647058823,9.335079365079364,5.75,41.68205882352941,93.51663043478261,10.102205882352944,30.25323943661972,23.697159090909093,20.433492063492064,29.468639705882353,2021-03-13 11:00:00,0.0,11.7,77.0,7.0,274.5538724497064
10.296470588235294,9.318492063492062,5.8375,41.71073529411765,93.71576086956522,10.096323529411768,30.38105633802817,23.671818181818182,20.363650793650795,29.51205882352941,2021-03-13 12:00:00,0.0,10.4,93.0,14.0,274.9038664818486
10.277573529411764,9.301904761904762,5.5925,41.739411764705885,93.91489130434783,10.090441176470591,30.50887323943662,23.646477272727275,20.29380952380952,29.55547794117647,2021-03-13 13:00:00,0.0,11.4,86.0,12.0,274.92136051399075
10.258676470588235,9.28531746031746,5.555,41.768088235294115,94.11402173913044,10.084558823529417,30.636690140845072,23.621136363636364,20.223968253968252,29.59889705882353,2021-03-13 14:00:00,0.0,9.7,92.0,14.0,275.1463545461329
10.239779411764706,9.268730158730158,5.23,41.79676470588235,94.31315217391304,10.07867647058824,30.764507042253523,23.595795454545456,20.154126984126982,29.642316176470587,2021-03-13 15:00:00,0.0,8.9,97.0,18.0,275.083848578275
10.220882352941176,9.252142857142857,4.8275,41.82544117647059,94.51228260869566,10.072794117647064,30.892323943661975,23.570454545454545,20.084285714285713,29.685735294117645,2021-03-13 16:00:00,0.0,9.8,97.0,11.0,274.9438426104172
10.201985294117646,9.235555555555555,5.5075,41.85411764705882,94.71141304347826,10.066911764705887,31.020140845070422,23.545113636363638,20.014444444444443,29.729154411764704,2021-03-13 17:00:00,0.0,10.6,85.0,5.0,275.88633664255934
10.183088235294118,9.218968253968253,5.5225,41.88279411764706,94.91054347826088,10.06102941176471,31.147957746478873,23.519772727272727,19.944603174603174,29.772573529411765,2021-03-13 18:00:00,0.0,10.4,87.0,4.0,276.16383067470156
10.164191176470588,9.202380952380953,5.0125,41.9114705882353,95.10967391304348,10.055147058823534,31.275774647887324,23.49443181818182,19.874761904761904,29.815992647058824,2021-03-13 19:00:00,0.0,10.1,89.0,3.0,275.91632470684374
10.145294117647058,9.18579365079365,4.7825,41.94014705882353,95.30880434782608,10.049264705882358,31.403591549295776,23.46909090909091,19.804920634920634,29.859411764705882,2021-03-13 20:00:00,0.0,10.0,91.0,4.0,275.9488187389859
10.12639705882353,9.169206349206348,4.6225,41.968823529411765,95.5079347826087,10.043382352941181,31.531408450704227,23.44375,19.735079365079365,29.90283088235294,2021-03-13 21:00:00,0.0,11.5,77.0,7.0,276.0513127711281
10.1075,9.152619047619048,3.9,41.9975,95.7070652173913,10.037500000000005,31.659225352112678,23.418409090909094,19.665238095238095,29.94625,2021-03-13 22:00:00,0.0,11.6,71.0,14.0,275.5913068032702
10.08860294117647,9.136031746031746,3.735,42.02617647058823,95.90619565217392,10.031617647058829,31.78704225352113,23.393068181818183,19.595396825396826,29.989669117647058,2021-03-13 23:00:00,0.0,11.9,73.0,15.0,275.6888008354124
10.069705882352942,9.119444444444444,3.285,42.05485294117647,96.10532608695652,10.025735294117652,31.91485915492958,23.367727272727276,19.525555555555556,30.033088235294116,2021-03-14 00:00:00,0.0,11.8,68.0,10.0,275.5012948675545
10.050808823529412,9.102857142857141,3.15,42.0835294117647,96.30445652173913,10.019852941176476,32.04267605633803,23.342386363636365,19.455714285714286,30.076507352941174,2021-03-14 01:00:00,0.0,12.3,58.0,12.0,275.6287888996967
10.031911764705882,9.086269841269841,2.8925,42.11220588235294,96.50358695652174,10.0139705882353,32.17049295774648,23.317045454545458,19.385873015873017,30.119926470588233,2021-03-14 02:00:00,0.0,11.8,63.0,12.0,275.6337829318389
10.013014705882354,9.069682539682539,2.8475,42.140882352941176,96.70271739130435,10.008088235294123,32.298309859154934,23.291704545454547,19.316031746031747,30.163345588235295,2021-03-14 03:00:00,0.0,11.5,68.0,10.0,275.85127696398104
9.994117647058824,9.053095238095237,2.8675,42.16955882352941,96.90184782608696,10.002205882352946,32.426126760563385,23.26636363636364,19.246190476190478,30.206764705882353,2021-03-14 04:00:00,0.0,11.3,70.0,8.0,276.13377099612325
9.975220588235294,9.036507936507936,3.0075,42.198235294117644,97.10097826086957,9.99632352941177,32.553943661971836,23.24102272727273,19.176349206349208,30.25018382352941,2021-03-14 05:00:00,0.0,11.4,67.0,9.0,276.5362650282654
9.956323529411765,9.019920634920634,3.325,42.22691176470588,97.30010869565217,9.990441176470593,32.68176056338028,23.21568181818182,19.10650793650794,30.29360294117647,2021-03-14 06:00:00,0.0,11.6,64.0,9.0,277.1162590604076
9.937426470588235,9.003333333333332,4.115,42.25558823529411,97.49923913043479,9.984558823529419,32.80957746478873,23.19034090909091,19.036666666666665,30.33702205882353,2021-03-14 07:00:00,0.0,11.7,64.0,13.0,278.16875309254976
9.918529411764705,8.986746031746032,5.3075,42.28426470588235,97.69836956521739,9.978676470588242,32.93739436619718,23.165000000000003,18.966825396825396,30.380441176470587,2021-03-14 08:00:00,0.0,12.0,63.0,14.0,279.6237471246919
9.899632352941177,8.97015873015873,6.39,42.31294117647059,97.89750000000001,9.972794117647066,33.06521126760563,23.139659090909092,18.896984126984126,30.423860294117645,2021-03-14 09:00:00,0.0,12.7,63.0,13.0,280.9687411568341
9.880735294117647,8.953571428571427,6.395,42.34161764705882,98.09663043478261,9.96691176470589,33.193028169014084,23.114318181818184,18.827142857142857,30.467279411764704,2021-03-14 10:00:00,0.0,13.3,62.0,12.0,281.23623518897625
9.861838235294117,8.936984126984127,5.905,42.370294117647056,98.29576086956521,9.961029411764713,33.320845070422536,23.088977272727274,18.757301587301587,30.510698529411762,2021-03-14 11:00:00,0.0,14.0,59.0,13.0,281.00872922111836
9.842941176470589,8.920396825396825,5.65,42.398970588235294,98.49489130434783,9.955147058823536,33.44866197183099,23.063636363636366,18.687460317460317,30.554117647058824,2021-03-14 12:00:00,0.0,12.0,71.0,19.0,281.0162232532606
9.824044117647059,8.903809523809523,5.19,42.427647058823524,98.69402173913043,9.94926470588236,33.57647887323944,23.038295454545455,18.617619047619048,30.597536764705882,2021-03-14 13:00:00,4.2,9.4,78.0,22.0,280.8187172854027
9.805147058823529,8.887222222222222,4.5525,42.45632352941176,98.89315217391305,9.943382352941184,33.70429577464789,23.012954545454548,18.547777777777778,30.64095588235294,2021-03-14 14:00:00,5.8,5.6,90.0,42.0,280.44371131754485
9.78625,8.87063492063492,4.4625,42.485,99.09228260869565,9.937500000000007,33.83211267605634,22.987613636363637,18.47793650793651,30.684375,2021-03-14 15:00:00,5.3,5.6,92.0,33.0,280.61620534968705
